"Orthogroup" "lycopersicum.faa" "pepper.faa" "ortho"
"2938" "OG0010274" "Solyc03g093250.2.1" "PHT87015.1" "ortho_2938"
"2939" "OG0010275" "Solyc03g093340.4.1" "PHT87006.1" "ortho_2939"
"2940" "OG0010276" "Solyc03g093360.3.1" "PHT87001.1" "ortho_2940"
"2941" "OG0010277" "Solyc03g093370.2.1" "PHT87000.1" "ortho_2941"
"2942" "OG0010278" "Solyc03g093430.3.1" "PHT86994.1" "ortho_2942"
"2943" "OG0010279" "Solyc03g093440.4.1" "PHT86988.1" "ortho_2943"
"2944" "OG0010280" "Solyc03g093450.3.1" "PHT86987.1" "ortho_2944"
"2945" "OG0010281" "Solyc03g093460.3.1" "PHT85472.1" "ortho_2945"
"2946" "OG0010282" "Solyc03g093480.3.1" "PHT86985.1" "ortho_2946"
"2947" "OG0010283" "Solyc03g093510.2.1" "PHT86591.1" "ortho_2947"
"2948" "OG0010284" "Solyc03g093520.3.1" "PHT86593.1" "ortho_2948"
"2949" "OG0010285" "Solyc03g093630.3.1" "PHT86600.1" "ortho_2949"
"2950" "OG0010286" "Solyc03g093650.3.1" "PHT86606.1" "ortho_2950"
"2951" "OG0010287" "Solyc03g093680.4.1" "PHT89095.1" "ortho_2951"
"2952" "OG0010288" "Solyc03g093690.3.1" "PHT86608.1" "ortho_2952"
"2953" "OG0010290" "Solyc03g093830.3.1" "PHT86848.1" "ortho_2953"
"2954" "OG0010291" "Solyc03g093840.3.1" "PHT78180.1" "ortho_2954"
"2955" "OG0010292" "Solyc03g093870.1.1" "PHT92342.1" "ortho_2955"
"2956" "OG0010293" "Solyc03g093990.4.1" "PHT86365.1" "ortho_2956"
"2957" "OG0010294" "Solyc03g094000.3.1" "PHT84090.1" "ortho_2957"
"2958" "OG0010295" "Solyc03g094020.3.1" "PHT86857.1" "ortho_2958"
"2959" "OG0010296" "Solyc03g094110.4.1" "PHT88104.1" "ortho_2959"
"2960" "OG0010297" "Solyc03g094120.3.1" "PHT86911.1" "ortho_2960"
"2961" "OG0010298" "Solyc03g094160.3.1" "PHT86910.1" "ortho_2961"
"2962" "OG0010299" "Solyc03g095180.3.1" "PHT86908.1" "ortho_2962"
"2963" "OG0010300" "Solyc03g095200.1.1" "PHT93607.1" "ortho_2963"
"2964" "OG0010301" "Solyc03g095230.2.1" "PHT86900.1" "ortho_2964"
"2965" "OG0010302" "Solyc03g095290.3.1" "PHT86914.1" "ortho_2965"
"2966" "OG0010303" "Solyc03g095310.3.1" "PHT86853.1" "ortho_2966"
"2967" "OG0010304" "Solyc03g095420.3.1" "PHT70167.1" "ortho_2967"
"2968" "OG0010305" "Solyc03g095470.3.1" "PHT86426.1" "ortho_2968"
"2969" "OG0010306" "Solyc03g095500.3.1" "PHT86429.1" "ortho_2969"
"2970" "OG0010307" "Solyc03g095510.3.1" "PHT86430.1" "ortho_2970"
"2971" "OG0010308" "Solyc03g095600.1.1" "PHT86387.1" "ortho_2971"
"2972" "OG0010309" "Solyc03g095610.4.1" "PHT86391.1" "ortho_2972"
"2973" "OG0010310" "Solyc03g095620.4.1" "PHT86392.1" "ortho_2973"
"2974" "OG0010311" "Solyc03g095720.3.1" "PHT86397.1" "ortho_2974"
"2975" "OG0010312" "Solyc03g095730.4.1" "PHT86398.1" "ortho_2975"
"2976" "OG0010313" "Solyc03g095760.3.1" "PHT86492.1" "ortho_2976"
"2977" "OG0010314" "Solyc03g095770.3.1" "PHT86494.1" "ortho_2977"
"2978" "OG0010316" "Solyc03g095860.3.1" "PHT86403.1" "ortho_2978"
"2979" "OG0010317" "Solyc03g095940.1.1" "PHT86405.1" "ortho_2979"
"2980" "OG0010318" "Solyc03g095960.1.1" "PHT71528.1" "ortho_2980"
"2981" "OG0010319" "Solyc03g096040.3.1" "PHT69216.1" "ortho_2981"
"2982" "OG0010320" "Solyc03g096080.4.1" "PHT86457.1" "ortho_2982"
"2983" "OG0010321" "Solyc03g096300.3.1" "PHT86659.1" "ortho_2983"
"2984" "OG0010322" "Solyc03g096350.3.1" "PHT86453.1" "ortho_2984"
"2985" "OG0010323" "Solyc03g096370.3.1" "PHT86454.1" "ortho_2985"
"2986" "OG0010324" "Solyc03g096390.3.1" "PHT86896.1" "ortho_2986"
"2987" "OG0010325" "Solyc03g096540.3.1" "PHT69859.1" "ortho_2987"
"2988" "OG0010326" "Solyc03g096545.1.1" "PHT69860.1" "ortho_2988"
"2989" "OG0010327" "Solyc03g096610.2.1" "PHT70953.1" "ortho_2989"
"2990" "OG0010328" "Solyc03g096760.1.1" "PHT87643.1" "ortho_2990"
"2991" "OG0010329" "Solyc03g096800.4.1" "PHT87646.1" "ortho_2991"
"2992" "OG0010330" "Solyc03g096810.3.1" "PHT87647.1" "ortho_2992"
"2993" "OG0010331" "Solyc03g096830.4.1" "PHT87649.1" "ortho_2993"
"2994" "OG0010332" "Solyc03g096840.4.1" "PHT87650.1" "ortho_2994"
"2995" "OG0010333" "Solyc03g096850.4.1" "PHT87652.1" "ortho_2995"
"2996" "OG0010334" "Solyc03g096860.3.1" "PHT87653.1" "ortho_2996"
"2997" "OG0010335" "Solyc03g096880.4.1" "PHT87654.1" "ortho_2997"
"2998" "OG0010336" "Solyc03g096890.3.1" "PHT87655.1" "ortho_2998"
"2999" "OG0010337" "Solyc03g096900.4.1" "PHT87656.1" "ortho_2999"
"3000" "OG0010338" "Solyc03g096910.3.1" "PHT79884.1" "ortho_3000"
"3001" "OG0010339" "Solyc03g096920.3.1" "PHT87658.1" "ortho_3001"
"3002" "OG0010341" "Solyc03g096950.4.1" "PHT87661.1" "ortho_3002"
"3003" "OG0010342" "Solyc03g096960.3.1" "PHT87662.1" "ortho_3003"
"3004" "OG0010343" "Solyc03g097000.3.1" "PHT87676.1" "ortho_3004"
"3005" "OG0010344" "Solyc03g097010.3.1" "PHT87677.1" "ortho_3005"
"3006" "OG0010345" "Solyc03g097020.4.1" "PHT87678.1" "ortho_3006"
"3007" "OG0010346" "Solyc03g097030.3.1" "PHT87680.1" "ortho_3007"
"3008" "OG0010347" "Solyc03g097060.4.1" "PHT87682.1" "ortho_3008"
"3009" "OG0010348" "Solyc03g097090.4.1" "PHT87685.1" "ortho_3009"
"3010" "OG0010349" "Solyc03g097120.3.1" "PHT87687.1" "ortho_3010"
"3011" "OG0010350" "Solyc03g097130.3.1" "PHT87688.1" "ortho_3011"
"3012" "OG0010351" "Solyc03g097140.3.1" "PHT87690.1" "ortho_3012"
"3013" "OG0010352" "Solyc03g097150.3.1" "PHT87691.1" "ortho_3013"
"3014" "OG0010353" "Solyc03g097170.3.1" "PHT87693.1" "ortho_3014"
"3015" "OG0010354" "Solyc03g097180.3.1" "PHT87694.1" "ortho_3015"
"3016" "OG0010355" "Solyc03g097190.3.1" "PHT87695.1" "ortho_3016"
"3017" "OG0010356" "Solyc03g097200.3.1" "PHT87696.1" "ortho_3017"
"3018" "OG0010357" "Solyc03g097210.3.1" "PHT87699.1" "ortho_3018"
"3019" "OG0010358" "Solyc03g097230.1.1" "PHT87703.1" "ortho_3019"
"3020" "OG0010359" "Solyc03g097240.3.1" "PHT87704.1" "ortho_3020"
"3021" "OG0010360" "Solyc03g097260.4.1" "PHT87705.1" "ortho_3021"
"3022" "OG0010361" "Solyc03g097300.4.1" "PHT87738.1" "ortho_3022"
"3023" "OG0010362" "Solyc03g097310.3.1" "PHT87737.1" "ortho_3023"
"3024" "OG0010363" "Solyc03g097350.4.1" "PHT87735.1" "ortho_3024"
"3025" "OG0010364" "Solyc03g097360.3.1" "PHT87734.1" "ortho_3025"
"3026" "OG0010365" "Solyc03g097370.4.1" "PHT87733.1" "ortho_3026"
"3027" "OG0010366" "Solyc03g097390.3.1" "PHT87731.1" "ortho_3027"
"3028" "OG0010367" "Solyc03g097410.1.1" "PHT87728.1" "ortho_3028"
"3029" "OG0010368" "Solyc03g097420.3.1" "PHT87727.1" "ortho_3029"
"3030" "OG0010369" "Solyc03g097430.1.1" "PHT87726.1" "ortho_3030"
"3031" "OG0010370" "Solyc03g097460.3.1" "PHT87719.1" "ortho_3031"
"3032" "OG0010371" "Solyc03g097490.4.1" "PHT87715.1" "ortho_3032"
"3033" "OG0010372" "Solyc03g097510.1.1" "PHT87714.1" "ortho_3033"
"3034" "OG0010373" "Solyc03g097520.3.1" "PHT87707.1" "ortho_3034"
"3035" "OG0010374" "Solyc03g097550.3.1" "PHT87706.1" "ortho_3035"
"3036" "OG0010375" "Solyc03g097560.3.1" "PHT87742.1" "ortho_3036"
"3037" "OG0010376" "Solyc03g097610.3.1" "PHT87748.1" "ortho_3037"
"3038" "OG0010377" "Solyc03g097620.1.1" "PHT87749.1" "ortho_3038"
"3039" "OG0010378" "Solyc03g097640.3.1" "PHT87754.1" "ortho_3039"
"3040" "OG0010379" "Solyc03g097650.3.1" "PHT87755.1" "ortho_3040"
"3041" "OG0010380" "Solyc03g097670.4.1" "PHT87756.1" "ortho_3041"
"3042" "OG0010381" "Solyc03g097690.3.1" "PHT87758.1" "ortho_3042"
"3043" "OG0010383" "Solyc03g097710.4.1" "PHT87780.1" "ortho_3043"
"3044" "OG0010384" "Solyc03g097740.1.1" "PHT87782.1" "ortho_3044"
"3045" "OG0010385" "Solyc03g097750.4.1" "PHT87785.1" "ortho_3045"
"3046" "OG0010386" "Solyc03g097780.3.1" "PHT87787.1" "ortho_3046"
"3047" "OG0010387" "Solyc03g097820.2.1" "PHT87789.1" "ortho_3047"
"3048" "OG0010388" "Solyc03g097850.1.1" "PHT87794.1" "ortho_3048"
"3049" "OG0010389" "Solyc03g097860.1.1" "PHT87795.1" "ortho_3049"
"3050" "OG0010390" "Solyc03g097920.1.1" "PHT87800.1" "ortho_3050"
"3051" "OG0010391" "Solyc03g097940.3.1" "PHT87802.1" "ortho_3051"
"3052" "OG0010392" "Solyc03g097980.4.1" "PHT87805.1" "ortho_3052"
"3053" "OG0010393" "Solyc03g097990.3.1" "PHT87806.1" "ortho_3053"
"3054" "OG0010394" "Solyc03g098000.3.1" "PHT87807.1" "ortho_3054"
"3055" "OG0010395" "Solyc03g098010.3.1" "PHT87808.1" "ortho_3055"
"3056" "OG0010396" "Solyc03g098020.4.1" "PHT87809.1" "ortho_3056"
"3057" "OG0010397" "Solyc03g098050.3.1" "PHT87812.1" "ortho_3057"
"3058" "OG0010398" "Solyc03g098060.3.1" "PHT87813.1" "ortho_3058"
"3059" "OG0010399" "Solyc03g098070.3.1" "PHT87814.1" "ortho_3059"
"3060" "OG0010400" "Solyc03g098110.4.1" "PHT87816.1" "ortho_3060"
"3061" "OG0010401" "Solyc03g098120.3.1" "PHT87817.1" "ortho_3061"
"3062" "OG0010402" "Solyc03g098130.3.1" "PHT87818.1" "ortho_3062"
"3063" "OG0010403" "Solyc03g098170.3.1" "PHT87822.1" "ortho_3063"
"3064" "OG0010404" "Solyc03g098180.3.1" "PHT87824.1" "ortho_3064"
"3065" "OG0010405" "Solyc03g098190.3.1" "PHT87825.1" "ortho_3065"
"3066" "OG0010406" "Solyc03g098210.4.1" "PHT87827.1" "ortho_3066"
"3067" "OG0010407" "Solyc03g098230.3.1" "PHT87831.1" "ortho_3067"
"3068" "OG0010408" "Solyc03g098240.3.1" "PHT87832.1" "ortho_3068"
"3069" "OG0010409" "Solyc03g098250.4.1" "PHT87834.1" "ortho_3069"
"3070" "OG0010410" "Solyc03g098290.4.1" "PHT87837.1" "ortho_3070"
"3071" "OG0010411" "Solyc03g098330.2.1" "PHT61773.1" "ortho_3071"
"3072" "OG0010413" "Solyc03g098430.4.1" "PHT61292.1" "ortho_3072"
"3073" "OG0010414" "Solyc03g098450.3.1" "PHT61290.1" "ortho_3073"
"3074" "OG0010415" "Solyc03g098470.3.1" "PHT63540.1" "ortho_3074"
"3075" "OG0010416" "Solyc03g098480.1.1" "PHT63539.1" "ortho_3075"
"3076" "OG0010417" "Solyc03g098500.4.1" "PHT63537.1" "ortho_3076"
"3077" "OG0010418" "Solyc03g098570.1.1" "PHT63535.1" "ortho_3077"
"3078" "OG0010419" "Solyc03g098580.1.1" "PHT63534.1" "ortho_3078"
"3079" "OG0010420" "Solyc03g098600.3.1" "PHT63533.1" "ortho_3079"
"3080" "OG0010421" "Solyc03g098610.3.1" "PHT63532.1" "ortho_3080"
"3081" "OG0010422" "Solyc03g098620.3.1" "PHT63531.1" "ortho_3081"
"3082" "OG0010423" "Solyc03g098640.4.1" "PHT63527.1" "ortho_3082"
"3083" "OG0010424" "Solyc03g098660.3.1" "PHT63526.1" "ortho_3083"
"3084" "OG0010425" "Solyc03g098730.1.1" "PHT63516.1" "ortho_3084"
"3085" "OG0010427" "Solyc03g020020.3.1" "PHT87851.1" "ortho_3085"
"3086" "OG0010428" "Solyc03g019960.3.1" "PHT87854.1" "ortho_3086"
"3087" "OG0010429" "Solyc03g019950.3.1" "PHT87856.1" "ortho_3087"
"3088" "OG0010430" "Solyc03g019940.4.1" "PHT87857.1" "ortho_3088"
"3089" "OG0010431" "Solyc03g019920.1.1" "PHT87859.1" "ortho_3089"
"3090" "OG0010432" "Solyc03g019910.3.1" "PHT87860.1" "ortho_3090"
"3091" "OG0010433" "Solyc03g019890.3.1" "PHT87865.1" "ortho_3091"
"3092" "OG0010434" "Solyc03g019880.3.1" "PHT87866.1" "ortho_3092"
"3093" "OG0010435" "Solyc03g019870.4.1" "PHT87868.1" "ortho_3093"
"3094" "OG0010436" "Solyc03g019850.3.1" "PHT87870.1" "ortho_3094"
"3095" "OG0010437" "Solyc03g019830.4.1" "PHT87871.1" "ortho_3095"
"3096" "OG0010438" "Solyc03g019810.3.1" "PHT87873.1" "ortho_3096"
"3097" "OG0010439" "Solyc03g019790.3.1" "PHT87875.1" "ortho_3097"
"3098" "OG0010440" "Solyc03g019780.4.1" "PHT87879.1" "ortho_3098"
"3099" "OG0010441" "Solyc03g019770.4.1" "PHT87880.1" "ortho_3099"
"3100" "OG0010442" "Solyc03g019750.3.1" "PHT87882.1" "ortho_3100"
"3101" "OG0010443" "Solyc03g019720.4.1" "PHT87885.1" "ortho_3101"
"3102" "OG0010444" "Solyc03g019710.3.1" "PHT87886.1" "ortho_3102"
"3103" "OG0010445" "Solyc03g019670.3.1" "PHT61806.1" "ortho_3103"
"3104" "OG0010446" "Solyc03g019660.4.1" "PHT61805.1" "ortho_3104"
"3105" "OG0010447" "Solyc03g019650.3.1" "PHT61804.1" "ortho_3105"
"3106" "OG0010448" "Solyc03g019640.1.1" "PHT61803.1" "ortho_3106"
"3107" "OG0010449" "Solyc03g110920.2.1" "PHT87919.1" "ortho_3107"
"3108" "OG0010450" "Solyc03g110950.1.1" "PHT87923.1" "ortho_3108"
"3109" "OG0010451" "Solyc03g110960.3.1" "PHT87924.1" "ortho_3109"
"3110" "OG0010452" "Solyc03g110980.4.1" "PHT87926.1" "ortho_3110"
"3111" "OG0010453" "Solyc03g111030.3.1" "PHT87929.1" "ortho_3111"
"3112" "OG0010454" "Solyc03g111050.3.1" "PHT87931.1" "ortho_3112"
"3113" "OG0010455" "Solyc03g111180.3.1" "PHT87945.1" "ortho_3113"
"3114" "OG0010456" "Solyc03g111210.4.1" "PHT87948.1" "ortho_3114"
"3115" "OG0010457" "Solyc03g111250.3.1" "PHT87951.1" "ortho_3115"
"3116" "OG0010458" "Solyc03g111260.3.1" "PHT87952.1" "ortho_3116"
"3117" "OG0010459" "Solyc03g111270.2.1" "PHT87953.1" "ortho_3117"
"3118" "OG0010460" "Solyc03g111310.3.1" "PHT87960.1" "ortho_3118"
"3119" "OG0010461" "Solyc03g111320.1.1" "PHT87961.1" "ortho_3119"
"3120" "OG0010462" "Solyc03g111340.4.1" "PHT87964.1" "ortho_3120"
"3121" "OG0010463" "Solyc03g111350.3.1" "PHT87965.1" "ortho_3121"
"3122" "OG0010464" "Solyc03g111370.3.1" "PHT87971.1" "ortho_3122"
"3123" "OG0010465" "Solyc03g111380.3.1" "PHT87972.1" "ortho_3123"
"3124" "OG0010466" "Solyc03g111400.1.1" "PHT87974.1" "ortho_3124"
"3125" "OG0010468" "Solyc03g111550.4.1" "PHT86148.1" "ortho_3125"
"3126" "OG0010469" "Solyc03g111580.3.1" "PHT86151.1" "ortho_3126"
"3127" "OG0010470" "Solyc03g111590.4.1" "PHT86152.1" "ortho_3127"
"3128" "OG0010471" "Solyc03g111620.1.1" "PHT86154.1" "ortho_3128"
"3129" "OG0010472" "Solyc03g111650.4.1" "PHT86157.1" "ortho_3129"
"3130" "OG0010473" "Solyc03g111660.3.1" "PHT86158.1" "ortho_3130"
"3131" "OG0010474" "Solyc03g111670.3.1" "PHT86159.1" "ortho_3131"
"3132" "OG0010475" "Solyc03g111680.3.1" "PHT86160.1" "ortho_3132"
"3133" "OG0010476" "Solyc03g111700.3.1" "PHT92615.1" "ortho_3133"
"3134" "OG0010477" "Solyc03g111710.3.1" "PHT86162.1" "ortho_3134"
"3135" "OG0010478" "Solyc03g111720.3.1" "PHT86163.1" "ortho_3135"
"3136" "OG0010479" "Solyc03g111730.3.1" "PHT86164.1" "ortho_3136"
"3137" "OG0010480" "Solyc03g111760.3.1" "PHT86167.1" "ortho_3137"
"3138" "OG0010481" "Solyc03g111770.3.1" "PHT86168.1" "ortho_3138"
"3139" "OG0010482" "Solyc03g111790.4.1" "PHT87312.1" "ortho_3139"
"3140" "OG0010483" "Solyc03g111830.4.1" "PHT87315.1" "ortho_3140"
"3141" "OG0010484" "Solyc03g111860.1.1" "PHT87320.1" "ortho_3141"
"3142" "OG0010485" "Solyc03g111880.3.1" "PHT87322.1" "ortho_3142"
"3143" "OG0010487" "Solyc03g112060.3.1" "PHT87359.1" "ortho_3143"
"3144" "OG0010488" "Solyc03g112080.1.1" "PHT87361.1" "ortho_3144"
"3145" "OG0010489" "Solyc03g112130.1.1" "PHT87994.1" "ortho_3145"
"3146" "OG0010490" "Solyc03g112140.4.1" "PHT87995.1" "ortho_3146"
"3147" "OG0010491" "Solyc03g112160.3.1" "PHT87999.1" "ortho_3147"
"3148" "OG0010492" "Solyc03g112170.1.1" "PHT88000.1" "ortho_3148"
"3149" "OG0010493" "Solyc03g112190.4.1" "PHT88008.1" "ortho_3149"
"3150" "OG0010494" "Solyc03g112230.4.1" "PHT88011.1" "ortho_3150"
"3151" "OG0010496" "Solyc03g112280.3.1" "PHT88015.1" "ortho_3151"
"3152" "OG0010497" "Solyc03g112290.2.1" "PHT88016.1" "ortho_3152"
"3153" "OG0010498" "Solyc03g112310.1.1" "PHT88018.1" "ortho_3153"
"3154" "OG0010499" "Solyc03g112320.4.1" "PHT88019.1" "ortho_3154"
"3155" "OG0010500" "Solyc03g112390.3.1" "PHT88024.1" "ortho_3155"
"3156" "OG0010501" "Solyc03g112430.1.1" "PHT88027.1" "ortho_3156"
"3157" "OG0010502" "Solyc03g112460.3.1" "PHT88031.1" "ortho_3157"
"3158" "OG0010503" "Solyc03g112500.4.1" "PHT88033.1" "ortho_3158"
"3159" "OG0010504" "Solyc03g112520.3.1" "PHT88035.1" "ortho_3159"
"3160" "OG0010505" "Solyc03g112550.3.1" "PHT88039.1" "ortho_3160"
"3161" "OG0010506" "Solyc03g112560.4.1" "PHT88040.1" "ortho_3161"
"3162" "OG0010507" "Solyc03g112570.2.1" "PHT88041.1" "ortho_3162"
"3163" "OG0010508" "Solyc03g112600.4.1" "PHT62757.1" "ortho_3163"
"3164" "OG0010509" "Solyc03g112630.3.1" "PHT62756.1" "ortho_3164"
"3165" "OG0010510" "Solyc03g112640.3.1" "PHT62754.1" "ortho_3165"
"3166" "OG0010511" "Solyc03g112650.3.1" "PHT62753.1" "ortho_3166"
"3167" "OG0010512" "Solyc03g112670.3.1" "PHT62749.1" "ortho_3167"
"3168" "OG0010513" "Solyc03g112680.3.1" "PHT62747.1" "ortho_3168"
"3169" "OG0010514" "Solyc03g112700.1.1" "PHT62745.1" "ortho_3169"
"3170" "OG0010515" "Solyc03g112710.1.1" "PHT90588.1" "ortho_3170"
"3171" "OG0010516" "Solyc03g112730.4.1" "PHT62743.1" "ortho_3171"
"3172" "OG0010517" "Solyc03g112750.4.1" "PHT62741.1" "ortho_3172"
"3173" "OG0010518" "Solyc03g112770.3.1" "PHT62738.1" "ortho_3173"
"3174" "OG0010519" "Solyc03g112790.3.1" "PHT62735.1" "ortho_3174"
"3175" "OG0010520" "Solyc03g112810.3.1" "PHT62734.1" "ortho_3175"
"3176" "OG0010521" "Solyc03g112820.4.1" "PHT62733.1" "ortho_3176"
"3177" "OG0010522" "Solyc03g112830.4.1" "PHT62731.1" "ortho_3177"
"3178" "OG0010523" "Solyc03g112840.2.1" "PHT62730.1" "ortho_3178"
"3179" "OG0010524" "Solyc03g112850.3.1" "PHT62729.1" "ortho_3179"
"3180" "OG0010525" "Solyc03g112870.3.1" "PHT88075.1" "ortho_3180"
"3181" "OG0010526" "Solyc03g112890.1.1" "PHT88073.1" "ortho_3181"
"3182" "OG0010527" "Solyc03g112910.3.1" "PHT88068.1" "ortho_3182"
"3183" "OG0010528" "Solyc03g112920.1.1" "PHT88065.1" "ortho_3183"
"3184" "OG0010529" "Solyc03g112930.3.1" "PHT88063.1" "ortho_3184"
"3185" "OG0010530" "Solyc03g112995.1.1" "PHT88054.1" "ortho_3185"
"3186" "OG0010531" "Solyc03g113000.3.1" "PHT88053.1" "ortho_3186"
"3187" "OG0010532" "Solyc03g113010.3.1" "PHT88052.1" "ortho_3187"
"3188" "OG0010533" "Solyc03g113020.3.1" "PHT88049.1" "ortho_3188"
"3189" "OG0010534" "Solyc03g113030.4.1" "PHT88048.1" "ortho_3189"
"3190" "OG0010535" "Solyc03g113140.3.1" "PHT88090.1" "ortho_3190"
"3191" "OG0010536" "Solyc03g113150.3.1" "PHT88089.1" "ortho_3191"
"3192" "OG0010537" "Solyc03g113190.1.1" "PHT88085.1" "ortho_3192"
"3193" "OG0010538" "Solyc03g113200.1.1" "PHT88084.1" "ortho_3193"
"3194" "OG0010539" "Solyc03g113210.3.1" "PHT88083.1" "ortho_3194"
"3195" "OG0010540" "Solyc03g113240.3.1" "PHT88144.1" "ortho_3195"
"3196" "OG0010541" "Solyc03g113250.4.1" "PHT88143.1" "ortho_3196"
"3197" "OG0010542" "Solyc03g113270.3.1" "PHT88141.1" "ortho_3197"
"3198" "OG0010543" "Solyc03g113280.3.1" "PHT57519.1" "ortho_3198"
"3199" "OG0010544" "Solyc03g113330.3.1" "PHT88133.1" "ortho_3199"
"3200" "OG0010545" "Solyc03g113340.3.1" "PHT88131.1" "ortho_3200"
"3201" "OG0010546" "Solyc03g113360.4.1" "PHT88128.1" "ortho_3201"
"3202" "OG0010547" "Solyc03g113380.4.1" "PHT88126.1" "ortho_3202"
"3203" "OG0010548" "Solyc03g113390.3.1" "PHT88125.1" "ortho_3203"
"3204" "OG0010549" "Solyc03g113420.4.1" "PHT88122.1" "ortho_3204"
"3205" "OG0010550" "Solyc03g113430.3.1" "PHT88121.1" "ortho_3205"
"3206" "OG0010551" "Solyc03g113440.3.1" "PHT88120.1" "ortho_3206"
"3207" "OG0010552" "Solyc03g113470.3.1" "PHT88116.1" "ortho_3207"
"3208" "OG0010553" "Solyc03g113480.1.1" "PHT83839.1" "ortho_3208"
"3209" "OG0010554" "Solyc03g113500.4.1" "PHT88114.1" "ortho_3209"
"3210" "OG0010555" "Solyc03g113510.2.1" "PHT88113.1" "ortho_3210"
"3211" "OG0010556" "Solyc03g113530.3.1" "PHT88110.1" "ortho_3211"
"3212" "OG0010557" "Solyc03g113540.3.1" "PHT88109.1" "ortho_3212"
"3213" "OG0010558" "Solyc03g113560.4.1" "PHT88108.1" "ortho_3213"
"3214" "OG0010559" "Solyc03g113590.3.1" "PHT88105.1" "ortho_3214"
"3215" "OG0010560" "Solyc03g113610.4.1" "PHT88099.1" "ortho_3215"
"3216" "OG0010561" "Solyc03g113630.3.1" "PHT65477.1" "ortho_3216"
"3217" "OG0010562" "Solyc03g113640.4.1" "PHT65476.1" "ortho_3217"
"3218" "OG0010563" "Solyc03g113670.4.1" "PHT65473.1" "ortho_3218"
"3219" "OG0010564" "Solyc03g113680.4.1" "PHT65472.1" "ortho_3219"
"3220" "OG0010565" "Solyc03g113690.1.1" "PHT65470.1" "ortho_3220"
"3221" "OG0010566" "Solyc03g113700.3.1" "PHT65469.1" "ortho_3221"
"3222" "OG0010567" "Solyc03g113710.4.1" "PHT65468.1" "ortho_3222"
"3223" "OG0010568" "Solyc03g113720.3.1" "PHT65467.1" "ortho_3223"
"3224" "OG0010569" "Solyc03g113730.3.1" "PHT65466.1" "ortho_3224"
"3225" "OG0010570" "Solyc03g113740.4.1" "PHT65463.1" "ortho_3225"
"3226" "OG0010571" "Solyc03g113750.3.1" "PHT65461.1" "ortho_3226"
"3227" "OG0010572" "Solyc03g113760.3.1" "PHT65459.1" "ortho_3227"
"3228" "OG0010573" "Solyc03g113770.3.1" "PHT65458.1" "ortho_3228"
"3229" "OG0010574" "Solyc03g113780.3.1" "PHT65456.1" "ortho_3229"
"3230" "OG0010575" "Solyc03g150154.1.1" "PHT65452.1" "ortho_3230"
"3231" "OG0010576" "Solyc03g113860.2.1" "PHT65451.1" "ortho_3231"
"3232" "OG0010577" "Solyc03g113870.1.1" "PHT65450.1" "ortho_3232"
"3233" "OG0010578" "Solyc03g113880.4.1" "PHT65449.1" "ortho_3233"
"3234" "OG0010579" "Solyc03g113890.1.1" "PHT65448.1" "ortho_3234"
"3235" "OG0010580" "Solyc03g113910.3.1" "PHT65446.1" "ortho_3235"
"3236" "OG0010581" "Solyc03g113920.4.1" "PHT65445.1" "ortho_3236"
"3237" "OG0010582" "Solyc03g113980.3.1" "PHT88146.1" "ortho_3237"
"3238" "OG0010583" "Solyc03g113990.3.1" "PHT88147.1" "ortho_3238"
"3239" "OG0010584" "Solyc03g114000.3.1" "PHT88148.1" "ortho_3239"
"3240" "OG0010585" "Solyc03g114010.3.1" "PHT88149.1" "ortho_3240"
"3241" "OG0010586" "Solyc03g114040.3.1" "PHT88151.1" "ortho_3241"
"3242" "OG0010587" "Solyc03g114060.3.1" "PHT88152.1" "ortho_3242"
"3243" "OG0010588" "Solyc03g114070.3.1" "PHT88153.1" "ortho_3243"
"3244" "OG0010589" "Solyc03g114080.2.1" "PHT88154.1" "ortho_3244"
"3245" "OG0010590" "Solyc03g114110.4.1" "PHT88156.1" "ortho_3245"
"3246" "OG0010591" "Solyc03g114130.1.1" "PHT88159.1" "ortho_3246"
"3247" "OG0010592" "Solyc03g114140.3.1" "PHT88160.1" "ortho_3247"
"3248" "OG0010593" "Solyc03g114160.1.1" "PHT88162.1" "ortho_3248"
"3249" "OG0010594" "Solyc03g114170.3.1" "PHT88163.1" "ortho_3249"
"3250" "OG0010595" "Solyc03g114200.4.1" "PHT88169.1" "ortho_3250"
"3251" "OG0010596" "Solyc03g114240.4.1" "PHT88174.1" "ortho_3251"
"3252" "OG0010597" "Solyc03g114250.4.1" "PHT88175.1" "ortho_3252"
"3253" "OG0010600" "Solyc03g114300.4.1" "PHT88176.1" "ortho_3253"
"3254" "OG0010601" "Solyc03g114310.3.1" "PHT88177.1" "ortho_3254"
"3255" "OG0010602" "Solyc03g114340.3.1" "PHT88181.1" "ortho_3255"
"3256" "OG0010603" "Solyc03g114350.1.1" "PHT88182.1" "ortho_3256"
"3257" "OG0010604" "Solyc03g114370.4.1" "PHT88185.1" "ortho_3257"
"3258" "OG0010605" "Solyc03g114380.4.1" "PHT88186.1" "ortho_3258"
"3259" "OG0010606" "Solyc03g114390.1.1" "PHT88187.1" "ortho_3259"
"3260" "OG0010607" "Solyc03g114400.3.1" "PHT88188.1" "ortho_3260"
"3261" "OG0010608" "Solyc03g114410.3.1" "PHT88189.1" "ortho_3261"
