Orthogroup	lycopersicum	pepper
OG0019563	Solyc03g096200.1.1	
OG0019564	Solyc03g096225.1.1	
OG0019565	Solyc03g096250.3.1	
OG0019566	Solyc03g096280.1.1	
OG0019567	Solyc03g096355.1.1	
OG0019568	Solyc03g096385.1.1	
OG0019569	Solyc03g096450.3.1	
OG0019570	Solyc03g096710.1.1	
OG0019571	Solyc03g096720.2.1	
OG0019572	Solyc03g096740.4.1	
OG0019573	Solyc03g096770.1.1	
OG0019574	Solyc03g096940.4.1	
OG0019575	Solyc03g097040.2.1	
OG0019576	Solyc03g097220.1.1	
OG0019577	Solyc03g097270.3.1	
OG0019578	Solyc03g097540.2.1	
OG0019579	Solyc03g097660.3.1	
OG0019580	Solyc03g097703.1.1	
OG0019581	Solyc03g097760.2.1	
OG0019582	Solyc03g097770.2.1	
OG0019583	Solyc03g097810.1.1	
OG0019584	Solyc03g097855.1.1	
OG0019585	Solyc03g097930.3.1	
OG0019586	Solyc03g098270.1.1	
OG0019587	Solyc03g098340.4.1	
OG0019588	Solyc03g098650.3.1	
OG0019589	Solyc03g098680.3.1	
OG0019590	Solyc03g098700.1.1	
OG0019591	Solyc03g098735.1.1	
OG0019592	Solyc03g098750.3.1	
OG0019593	Solyc03g098760.3.1	
OG0019594	Solyc03g098770.1.1	
OG0019595	Solyc03g020050.3.1	
OG0019596	Solyc03g150101.1.1	
OG0019597	Solyc03g019860.3.1	
OG0019598	Solyc03g019740.1.1	
OG0019599	Solyc03g019700.1.1	
OG0019600	Solyc03g110870.3.1	
OG0019601	Solyc03g110930.3.1	
OG0019602	Solyc03g110975.1.1	
OG0019603	Solyc03g110990.1.1	
OG0019604	Solyc03g111020.3.1	
OG0019605	Solyc03g111070.3.1	
OG0019606	Solyc03g111080.3.1	
OG0019607	Solyc03g111110.1.1	
OG0019608	Solyc03g111240.2.1	
OG0019609	Solyc03g111410.3.1	
OG0019610	Solyc03g111450.3.1	
OG0019611	Solyc03g111953.1.1	
OG0019612	Solyc03g150152.1.1	
OG0019613	Solyc03g112090.3.1	
OG0019614	Solyc03g112110.1.1	
OG0019615	Solyc03g112200.1.1	
OG0019616	Solyc03g112300.3.1	
OG0019617	Solyc03g112370.1.1	
OG0019618	Solyc03g112425.1.1	
OG0019619	Solyc03g112490.1.1	
OG0019620	Solyc03g112720.4.1	
OG0019621	Solyc03g112740.2.1	
OG0019622	Solyc03g150153.1.1	
OG0019623	Solyc03g112980.1.1	
OG0019624	Solyc03g112990.1.1	
OG0019625	Solyc03g113050.1.1	
OG0019626	Solyc03g113100.3.1	
OG0019627	Solyc03g113260.1.1	
OG0019628	Solyc03g113290.2.1	
OG0019629	Solyc03g113320.1.1	
OG0019630	Solyc03g113550.2.1	
OG0019631	Solyc03g113650.2.1	
OG0019632	Solyc03g113810.1.1	
OG0019633	Solyc03g113940.4.1	
OG0019634	Solyc03g114033.1.1	
OG0019635	Solyc03g114037.1.1	
OG0019636	Solyc03g114050.3.1	
OG0019637	Solyc03g114100.1.1	
OG0019638	Solyc03g114430.1.1	
OG0019639	Solyc03g114480.4.1	
OG0019640	Solyc03g114490.3.1	
OG0019641	Solyc03g114610.1.1	
OG0019642	Solyc03g114650.3.1	
OG0019643	Solyc03g114670.4.1	
OG0019644	Solyc03g114915.1.1	
OG0019645	Solyc03g114980.4.1	
OG0019646	Solyc03g150156.1.1	
OG0019647	Solyc03g115090.1.1	
OG0019648	Solyc03g115165.1.1	
OG0019649	Solyc03g115170.1.1	
OG0019650	Solyc03g115190.4.1	
OG0019651	Solyc03g115330.2.1	
OG0019652	Solyc03g115460.3.1	
OG0019653	Solyc03g115480.1.1	
OG0019654	Solyc03g115550.3.1	
OG0019655	Solyc03g115650.4.1	
OG0019656	Solyc03g115655.1.1	
OG0019657	Solyc03g115665.1.1	
OG0019658	Solyc03g115815.1.1	
OG0019659	Solyc03g115880.1.1	
OG0019660	Solyc03g115900.4.1	
OG0019661	Solyc03g115930.3.1	
OG0019662	Solyc03g115985.1.1	
OG0019663	Solyc03g116090.2.1	
OG0019664	Solyc03g116120.3.1	
OG0019665	Solyc03g116200.2.1	
OG0019666	Solyc03g116220.1.1	
OG0019667	Solyc03g150157.1.1	
OG0019668	Solyc03g116430.2.1	
OG0019669	Solyc03g116470.2.1	
OG0019670	Solyc03g116625.1.1	
OG0019671	Solyc03g116660.3.1	
OG0019672	Solyc03g116820.4.1	
OG0019673	Solyc03g116960.4.1	
OG0019674	Solyc03g116977.1.1	
OG0019675	Solyc03g117160.4.1	
OG0019676	Solyc03g117240.1.1	
OG0019677	Solyc03g117255.1.1	
OG0019678	Solyc03g117345.1.1	
OG0019679	Solyc03g117380.4.1	
OG0019680	Solyc03g117450.1.1	
OG0019681	Solyc03g117470.3.1	
OG0019682	Solyc03g117710.3.1	
OG0019683	Solyc03g117760.4.1	
OG0019684	Solyc03g117830.2.1	
OG0019685	Solyc03g117860.3.1	
OG0019686	Solyc03g117910.3.1	
OG0019687	Solyc03g117955.1.1	
OG0019688	Solyc03g118005.1.1	
OG0019689	Solyc03g118060.3.1	
OG0019690	Solyc03g118100.4.1	
OG0019691	Solyc03g118135.1.1	
OG0019692	Solyc03g118140.3.1	
OG0019693	Solyc03g118160.3.1	
OG0019694	Solyc03g118255.1.1	
OG0019695	Solyc03g118300.1.1	
OG0019696	Solyc03g118305.1.1	
OG0019697	Solyc03g118360.2.1	
OG0019698	Solyc03g118400.1.1	
OG0019699	Solyc03g118710.3.1	
OG0019700	Solyc03g118810.1.1	
OG0019701	Solyc03g118880.3.1	
OG0019702	Solyc03g118980.2.1	
OG0019703	Solyc03g119020.2.1	
OG0019704	Solyc03g119180.1.1	
OG0019705	Solyc03g119350.3.1	
OG0019706	Solyc03g119485.1.1	
OG0019707	Solyc03g119530.3.1	
OG0019708	Solyc03g119600.1.1	
OG0019709	Solyc03g119630.4.1	
OG0019710	Solyc03g119723.1.1	
OG0019711	Solyc03g119727.1.1	
OG0019712	Solyc03g119850.2.1	
OG0019713	Solyc03g120050.3.1	
OG0019714	Solyc03g120070.4.1	
OG0019715	Solyc03g120410.3.1	
OG0019716	Solyc03g120420.3.1	
OG0019717	Solyc03g120580.3.1	
OG0019718	Solyc03g120585.1.1	
OG0019719	Solyc03g120740.1.1	
OG0019720	Solyc03g120750.3.1	
OG0019721	Solyc03g121010.4.1	
OG0019722	Solyc03g121190.4.1	
OG0019723	Solyc03g121200.4.1	
OG0019724	Solyc03g121340.1.1	
OG0019725	Solyc03g121365.1.1	
OG0019726	Solyc03g121425.1.1	
OG0019727	Solyc03g121490.4.1	
OG0019728	Solyc03g121550.3.1	
OG0019729	Solyc03g121825.1.1	
OG0019730	Solyc03g121840.3.1	
OG0019731	Solyc03g121930.3.1	
OG0019732	Solyc03g122000.4.1	
OG0019733	Solyc03g122010.1.1	
OG0019734	Solyc03g122070.3.1	
OG0019735	Solyc03g122100.3.1	
OG0019736	Solyc03g122375.1.1	
OG0019737	Solyc03g123480.2.1	
OG0019738	Solyc03g123650.3.1	
OG0019739	Solyc03g123770.1.1	
OG0019740	Solyc03g123810.1.1	
OG0019741	Solyc03g123850.2.1	
OG0019742	Solyc03g123930.1.1	
OG0019743	Solyc03g123940.1.1	
OG0019744	Solyc03g123970.1.1	
OG0019745	Solyc04g005000.1.1	
OG0019746	Solyc04g005060.3.1	
OG0019747	Solyc04g005110.1.1	
OG0019748	Solyc04g005130.3.1	
OG0019749	Solyc04g005150.4.1	
OG0019750	Solyc04g005200.4.1	
OG0019751	Solyc04g005240.2.1	
OG0019752	Solyc04g005320.3.1	
OG0019753	Solyc04g005400.1.1	
OG0019754	Solyc04g005510.3.1	
OG0019755	Solyc04g005555.1.1	
OG0019756	Solyc04g005570.4.1	
OG0019757	Solyc04g005580.1.1	
OG0019758	Solyc04g005653.1.1	
OG0019759	Solyc04g005657.1.1	
OG0019760	Solyc04g005660.4.1	
OG0019761	Solyc04g005890.3.1	
OG0019762	Solyc04g006940.4.1	
OG0019763	Solyc04g006950.4.1	
OG0019764	Solyc04g006990.3.1	
OG0019765	Solyc04g007010.3.1	
OG0019766	Solyc04g007015.1.1	
OG0019767	Solyc04g007090.1.1	
OG0019768	Solyc04g007110.4.1	
OG0019769	Solyc04g007140.1.1	
OG0019770	Solyc04g007210.3.1	
OG0019771	Solyc04g007243.1.1	
OG0019772	Solyc04g007350.3.1	
OG0019773	Solyc04g007425.1.1	
OG0019774	Solyc04g007430.2.1	
OG0019775	Solyc04g007480.1.1	
OG0019776	Solyc04g007750.4.1	
OG0019777	Solyc04g150102.1.1	
OG0019778	Solyc04g007765.1.1	
OG0019779	Solyc04g150103.1.1	
OG0019780	Solyc04g007820.3.1	
OG0019781	Solyc04g007890.3.1	
OG0019782	Solyc04g007990.1.1	
OG0019783	Solyc04g008303.1.1	
OG0019784	Solyc04g008307.1.1	
OG0019785	Solyc04g008320.3.1	
OG0019786	Solyc04g008403.1.1	
OG0019787	Solyc04g008407.1.1	
OG0019788	Solyc04g008710.4.1	
OG0019789	Solyc04g008960.3.1	
OG0019790	Solyc04g009190.3.1	
OG0019791	Solyc04g009215.1.1	
OG0019792	Solyc04g009470.4.1	
OG0019793	Solyc04g009490.1.1	
OG0019794	Solyc04g009520.3.1	
OG0019795	Solyc04g009525.1.1	
OG0019796	Solyc04g009590.4.1	
OG0019797	Solyc04g009610.2.1	
OG0019798	Solyc04g009730.4.1	
OG0019799	Solyc04g009840.4.1	
OG0019800	Solyc04g009870.1.1	
OG0019801	Solyc04g009880.1.1	
OG0019802	Solyc04g010045.1.1	
OG0019803	Solyc04g010160.1.1	
OG0019804	Solyc04g010180.4.1	
OG0019805	Solyc04g010270.1.1	
OG0019806	Solyc04g010280.2.1	
OG0019807	Solyc04g010300.4.1	
OG0019808	Solyc04g011370.4.1	
OG0019809	Solyc04g011430.3.1	
OG0019810	Solyc04g011463.1.1	
OG0019811	Solyc04g011467.1.1	
OG0019812	Solyc04g011550.2.1	
OG0019813	Solyc04g011560.4.1	
OG0019814	Solyc04g011610.3.1	
OG0019815	Solyc04g011615.1.1	
OG0019816	Solyc04g011630.1.1	
OG0019817	Solyc04g011640.3.1	
OG0019818	Solyc04g011710.1.1	
OG0019819	Solyc04g011760.3.1	
OG0019820	Solyc04g011770.2.1	
OG0019821	Solyc04g011780.1.1	
OG0019822	Solyc04g011790.1.1	
OG0019823	Solyc04g011800.1.1	
OG0019824	Solyc04g011810.1.1	
OG0019825	Solyc04g011820.1.1	
OG0019826	Solyc04g011830.1.1	
OG0019827	Solyc04g011840.1.1	
OG0019828	Solyc04g011850.1.1	
OG0019829	Solyc04g011870.1.1	
OG0019830	Solyc04g012000.1.1	
OG0019831	Solyc04g012080.3.1	
OG0019832	Solyc04g012140.1.1	
OG0019833	Solyc04g012180.4.1	
OG0019834	Solyc04g013200.1.1	
OG0019835	Solyc04g014290.1.1	
OG0019836	Solyc04g014320.1.1	
OG0019837	Solyc04g014515.1.1	
OG0019838	Solyc04g014520.1.1	
OG0019839	Solyc04g014610.4.1	
OG0019840	Solyc04g014750.1.1	
OG0019841	Solyc04g014770.1.1	
OG0019842	Solyc04g014780.1.1	
OG0019843	Solyc04g014835.1.1	
OG0019844	Solyc04g014840.3.1	
OG0019845	Solyc04g150110.1.1	
OG0019846	Solyc04g014920.3.1	
OG0019847	Solyc04g014980.1.1	
OG0019848	Solyc04g150111.1.1	
OG0019849	Solyc04g015640.1.1	
OG0019850	Solyc04g015705.1.1	
OG0019851	Solyc04g015720.2.1	
OG0019852	Solyc04g015810.1.1	
OG0019853	Solyc04g015820.1.1	
OG0019854	Solyc04g015930.1.1	
OG0019855	Solyc04g015935.1.1	
OG0019856	Solyc04g016040.1.1	
OG0019857	Solyc04g016270.2.1	
OG0019858	Solyc04g150113.1.1	
OG0019859	Solyc04g016335.1.1	
OG0019860	Solyc04g016460.3.1	
OG0019861	Solyc04g016470.4.1	
OG0019862	Solyc04g016560.2.1	
OG0019863	Solyc04g016590.3.1	
OG0019864	Solyc04g016595.1.1	
OG0019865	Solyc04g017590.1.1	
OG0019866	Solyc04g017660.1.1	
OG0019867	Solyc04g017670.3.1	
OG0019868	Solyc04g017740.1.1	
OG0019869	Solyc04g017770.1.1	
OG0019870	Solyc04g017830.3.1	
OG0019871	Solyc04g017870.1.1	
OG0019872	Solyc04g017950.1.1	
OG0019873	Solyc04g017960.3.1	
OG0019874	Solyc04g018085.1.1	
OG0019875	Solyc04g018090.2.1	
OG0019876	Solyc04g018120.1.1	
OG0019877	Solyc04g018130.1.1	
OG0019878	Solyc04g018140.1.1	
OG0019879	Solyc04g018150.1.1	
OG0019880	Solyc04g018170.1.1	
OG0019881	Solyc04g018250.1.1	
OG0019882	Solyc04g018300.1.1	
OG0019883	Solyc04g150116.1.1	
OG0019884	Solyc04g019317.1.1	
OG0019885	Solyc04g040210.4.1	
OG0019886	Solyc04g040140.2.1	
OG0019887	Solyc04g040050.1.1	
OG0019888	Solyc04g040057.1.1	
OG0019889	Solyc04g040040.1.1	
OG0019890	Solyc04g039970.1.1	
OG0019891	Solyc04g039960.4.1	
OG0019892	Solyc04g039920.1.1	
OG0019893	Solyc04g039910.3.1	
OG0019894	Solyc04g039890.1.1	
OG0019895	Solyc04g039880.3.1	
OG0019896	Solyc04g039850.1.1	
OG0019897	Solyc04g039840.1.1	
OG0019898	Solyc04g039810.1.1	
OG0019899	Solyc04g039750.3.1	
OG0019900	Solyc04g039697.1.1	
OG0019901	Solyc04g039650.4.1	
OG0019902	Solyc04g028580.3.1	
OG0019903	Solyc04g028465.1.1	
OG0019904	Solyc04g028440.1.1	
OG0019905	Solyc04g028445.1.1	
OG0019906	Solyc04g026300.1.1	
OG0019907	Solyc04g026260.1.1	
OG0019908	Solyc04g026170.3.1	
OG0019909	Solyc04g026100.1.1	
OG0019910	Solyc04g026023.2.1	
OG0019911	Solyc04g026005.1.1	
OG0019912	Solyc04g025937.1.1	
OG0019913	Solyc04g150122.1.1	
OG0019914	Solyc04g025770.1.1	
OG0019915	Solyc04g025755.1.1	
OG0019916	Solyc04g025730.1.1	
OG0019917	Solyc04g025710.3.1	
OG0019918	Solyc04g025690.1.1	
OG0019919	Solyc04g025670.4.1	
OG0019920	Solyc04g025610.2.1	
OG0019921	Solyc04g025550.1.1	
OG0019922	Solyc04g025470.1.1	
OG0019923	Solyc04g025460.2.1	
OG0019924	Solyc04g025370.3.1	
OG0019925	Solyc04g025283.1.1	
OG0019926	Solyc04g025230.1.1	
OG0019927	Solyc04g025190.1.1	
OG0019928	Solyc04g025180.4.1	
OG0019929	Solyc04g025120.2.1	
OG0019930	Solyc04g025100.1.1	
OG0019931	Solyc04g025040.1.1	
OG0019932	Solyc04g024960.1.1	
OG0019933	Solyc04g150117.1.1	
OG0019934	Solyc04g024750.1.1	
OG0019935	Solyc04g024740.1.1	
OG0019936	Solyc04g024730.1.1	
OG0019937	Solyc04g024510.3.1	
OG0019938	Solyc04g024450.1.1	
OG0019939	Solyc04g024430.3.1	
OG0019940	Solyc04g024435.1.1	
OG0019941	Solyc04g024380.1.1	
OG0019942	Solyc04g045280.2.1	
OG0019943	Solyc04g150124.1.1	
OG0019944	Solyc04g045300.1.1	
OG0019945	Solyc04g045330.2.1	
OG0019946	Solyc04g045390.1.1	
OG0019947	Solyc04g045420.1.1	
OG0019948	Solyc04g045440.3.1	
OG0019949	Solyc04g045450.1.1	
OG0019950	Solyc04g045520.3.1	
OG0019951	Solyc04g045565.1.1	
OG0019952	Solyc04g045580.4.1	
OG0019953	Solyc04g045640.1.1	
OG0019954	Solyc04g047670.2.1	
OG0019955	Solyc04g047680.1.1	
OG0019956	Solyc04g047700.1.1	
OG0019957	Solyc04g047740.3.1	
OG0019958	Solyc04g047760.2.1	
OG0019959	Solyc04g047800.1.1	
OG0019960	Solyc04g047830.1.1	
OG0019961	Solyc04g047860.1.1	
OG0019962	Solyc04g047880.1.1	
OG0019963	Solyc04g047885.1.1	
OG0019964	Solyc04g048910.1.1	
OG0019965	Solyc04g048930.1.1	
OG0019966	Solyc04g048940.3.1	
OG0019967	Solyc04g048960.1.1	
OG0019968	Solyc04g049000.3.1	
OG0019969	Solyc04g049005.1.1	
OG0019970	Solyc04g150126.1.1	
OG0019971	Solyc04g049150.3.1	
OG0019972	Solyc04g049170.3.1	
OG0019973	Solyc04g049190.1.1	
OG0019974	Solyc04g049200.3.1	
OG0019975	Solyc04g049220.3.1	
OG0019976	Solyc04g150128.1.1	
OG0019977	Solyc04g049270.1.1	
OG0019978	Solyc04g049300.2.1	
OG0019979	Solyc04g049370.1.1	
OG0019980	Solyc04g049407.1.1	
OG0019981	Solyc04g049430.1.1	
OG0019982	Solyc04g150129.1.1	
OG0019983	Solyc04g049460.2.1	
OG0019984	Solyc04g049470.2.1	
OG0019985	Solyc04g049480.3.1	
OG0019986	Solyc04g150130.1.1	
OG0019987	Solyc04g049530.1.1	
OG0019988	Solyc04g049540.4.1	
OG0019989	Solyc04g049550.3.1	
OG0019990	Solyc04g049620.2.1	
OG0019991	Solyc04g049625.1.1	
OG0019992	Solyc04g049750.3.1	
OG0019993	Solyc04g049930.2.1	
OG0019994	Solyc04g049940.2.1	
OG0019995	Solyc04g050000.3.1	
OG0019996	Solyc04g050010.2.1	
OG0019997	Solyc04g050060.1.1	
OG0019998	Solyc04g050175.1.1	
OG0019999	Solyc04g050180.3.1	
OG0020000	Solyc04g050220.2.1	
OG0020001	Solyc04g150132.1.1	
OG0020002	Solyc04g150133.1.1	
OG0020003	Solyc04g050250.1.1	
OG0020004	Solyc04g050300.1.1	
OG0020005	Solyc04g050310.3.1	
OG0020006	Solyc04g050320.1.1	
OG0020007	Solyc04g050545.1.1	
OG0020008	Solyc04g050577.1.1	
OG0020009	Solyc04g050623.1.1	
OG0020010	Solyc04g050670.1.1	
OG0020011	Solyc04g050680.2.1	
OG0020012	Solyc04g050710.1.1	
OG0020013	Solyc04g050740.1.1	
OG0020014	Solyc04g050755.1.1	
OG0020015	Solyc04g050826.1.1	
OG0020016	Solyc04g050840.1.1	
OG0020017	Solyc04g050863.1.1	
OG0020018	Solyc04g050950.3.1	
OG0020019	Solyc04g150138.1.1	
OG0020020	Solyc04g051050.1.1	
OG0020021	Solyc04g051070.1.1	
OG0020022	Solyc04g051090.2.1	
OG0020023	Solyc04g051095.1.1	
OG0020024	Solyc04g051100.3.1	
OG0020025	Solyc04g051183.1.1	
OG0020026	Solyc04g051235.1.1	
OG0020027	Solyc04g051240.1.1	
OG0020028	Solyc04g051241.1.1	
OG0020029	Solyc04g051242.1.1	
OG0020030	Solyc04g051246.1.1	
OG0020031	Solyc04g051270.2.1	
OG0020032	Solyc04g051275.1.1	
OG0020033	Solyc04g051290.1.1	
OG0020034	Solyc04g051295.1.1	
OG0020035	Solyc04g051297.1.1	
OG0020036	Solyc04g051330.1.1	
OG0020037	Solyc04g051380.1.1	
OG0020038	Solyc04g051390.2.1	
OG0020039	Solyc04g051420.3.1	
OG0020040	Solyc04g051475.1.1	
OG0020041	Solyc04g051630.1.1	
OG0020042	Solyc04g051640.3.1	
OG0020043	Solyc04g051720.3.1	
OG0020044	Solyc04g051760.1.1	
OG0020045	Solyc04g051783.1.1	
OG0020046	Solyc04g051820.4.1	
OG0020047	Solyc04g052970.3.1	
OG0020048	Solyc04g052985.1.1	
OG0020049	Solyc04g053000.1.1	
OG0020050	Solyc04g053010.1.1	
OG0020051	Solyc04g053030.1.1	
OG0020052	Solyc04g150141.1.1	
OG0020053	Solyc04g053145.1.1	
OG0020054	Solyc04g053147.1.1	
OG0020055	Solyc04g054143.1.1	
OG0020056	Solyc04g054195.1.1	
OG0020057	Solyc04g054280.2.1	
OG0020058	Solyc04g054300.1.1	
OG0020059	Solyc04g054320.4.1	
OG0020060	Solyc04g054340.1.1	
OG0020061	Solyc04g054470.3.1	
OG0020062	Solyc04g054500.3.1	
OG0020063	Solyc04g054521.1.1	
OG0020064	Solyc04g054523.1.1	
OG0020065	Solyc04g054528.1.1	
OG0020066	Solyc04g054725.1.1	
OG0020067	Solyc04g150150.1.1	
OG0020068	Solyc04g054770.1.1	
OG0020069	Solyc04g054780.3.1	
OG0020070	Solyc04g054850.1.1	
OG0020071	Solyc04g054915.1.1	
OG0020072	Solyc04g054970.3.1	
OG0020073	Solyc04g054980.3.1	
OG0020074	Solyc04g055220.2.1	
OG0020075	Solyc04g055235.1.1	
OG0020076	Solyc04g056260.2.1	
OG0020077	Solyc04g150153.1.1	
OG0020078	Solyc04g150156.1.1	
OG0020079	Solyc04g056520.1.1	
OG0020080	Solyc04g056660.1.1	
OG0020081	Solyc04g056690.2.1	
OG0020082	Solyc04g056700.1.1	
OG0020083	Solyc04g056717.1.1	
OG0020084	Solyc04g056720.1.1	
OG0020085	Solyc04g056723.1.1	
OG0020086	Solyc04g056730.4.1	
OG0020087	Solyc04g150157.1.1	
OG0020088	Solyc04g056747.1.1	
OG0020089	Solyc04g057820.1.1	
OG0020090	Solyc04g057860.3.1	
OG0020091	Solyc04g057970.3.1	
OG0020092	Solyc04g057990.4.1	
OG0020093	Solyc04g058050.1.1	
OG0020094	Solyc04g058120.3.1	
OG0020095	Solyc04g058130.3.1	
OG0020096	Solyc04g058205.1.1	
OG0020097	Solyc04g063200.1.1	
OG0020098	Solyc04g063310.1.1	
OG0020099	Solyc04g063313.1.1	
OG0020100	Solyc04g063317.1.1	
OG0020101	Solyc04g063320.1.1	
OG0020102	Solyc04g063410.1.1	
OG0020103	Solyc04g064480.3.1	
OG0020104	Solyc04g064520.4.1	
OG0020105	Solyc04g064545.1.1	
OG0020106	Solyc04g064580.1.1	
OG0020107	Solyc04g064600.1.1	
OG0020108	Solyc04g064730.2.1	
OG0020109	Solyc04g064880.4.1	
OG0020110	Solyc04g064890.3.1	
OG0020111	Solyc04g064900.1.1	
OG0020112	Solyc04g064910.1.1	
OG0020113	Solyc04g071020.1.1	
OG0020114	Solyc04g071060.3.1	
OG0020115	Solyc04g071087.1.1	
OG0020116	Solyc04g071190.1.1	
OG0020117	Solyc04g071200.3.1	
OG0020118	Solyc04g071230.3.1	
OG0020119	Solyc04g071250.1.1	
OG0020120	Solyc04g150163.1.1	
OG0020121	Solyc04g071470.3.1	
OG0020122	Solyc04g071580.3.1	
OG0020123	Solyc04g071670.1.1	
OG0020124	Solyc04g071950.2.1	
OG0020125	Solyc04g071970.4.1	
OG0020126	Solyc04g072080.1.1	
OG0020127	Solyc04g072090.1.1	
OG0020128	Solyc04g072110.4.1	
OG0020129	Solyc04g072135.1.1	
OG0020130	Solyc04g150166.1.1	
OG0020131	Solyc04g072270.1.1	
OG0020132	Solyc04g072350.1.1	
OG0020133	Solyc04g072370.3.1	
OG0020134	Solyc04g072450.3.1	
OG0020135	Solyc04g072470.4.1	
OG0020136	Solyc04g072505.1.1	
OG0020137	Solyc04g072550.3.1	
OG0020138	Solyc04g072603.1.1	
OG0020139	Solyc04g072607.1.1	
OG0020140	Solyc04g072680.2.1	
OG0020141	Solyc04g072720.4.1	
OG0020142	Solyc04g072730.3.1	
OG0020143	Solyc04g072750.3.1	
OG0020144	Solyc04g072840.3.1	
OG0020145	Solyc04g074420.1.1	
OG0020146	Solyc04g074460.1.1	
OG0020147	Solyc04g074570.1.1	
OG0020148	Solyc04g074620.1.1	
OG0020149	Solyc04g074650.2.1	
OG0020150	Solyc04g074730.1.1	
OG0020151	Solyc04g074770.2.1	
OG0020152	Solyc04g074890.2.1	
OG0020153	Solyc04g074910.3.1	
OG0020154	Solyc04g074925.1.1	
OG0020155	Solyc04g074940.4.1	
OG0020156	Solyc04g074963.1.1	
OG0020157	Solyc04g074967.1.1	
OG0020158	Solyc04g075010.1.1	
OG0020159	Solyc04g076037.1.1	
OG0020160	Solyc04g076460.4.1	
OG0020161	Solyc04g076500.4.1	
OG0020162	Solyc04g076590.2.1	
OG0020163	Solyc04g076600.3.1	
OG0020164	Solyc04g076690.4.1	
OG0020165	Solyc04g076730.1.1	
OG0020166	Solyc04g076840.1.1	
OG0020167	Solyc04g076900.2.1	
OG0020168	Solyc04g076940.3.1	
OG0020169	Solyc04g077230.1.1	
OG0020170	Solyc04g077350.1.1	
OG0020171	Solyc04g077380.2.1	
OG0020172	Solyc04g077530.1.1	
OG0020173	Solyc04g077535.1.1	
OG0020174	Solyc04g077550.1.1	
OG0020175	Solyc04g077700.1.1	
OG0020176	Solyc04g077710.3.1	
OG0020177	Solyc04g077750.2.1	
OG0020178	Solyc04g077755.1.1	
OG0020179	Solyc04g077770.2.1	
OG0020180	Solyc04g077800.1.1	
OG0020181	Solyc04g077950.2.1	
OG0020182	Solyc04g078010.4.1	
OG0020183	Solyc04g078020.2.1	
OG0020184	Solyc04g078030.3.1	
OG0020185	Solyc04g078060.1.1	
OG0020186	Solyc04g078070.4.1	
OG0020187	Solyc04g078080.1.1	
OG0020188	Solyc04g078095.1.1	
OG0020189	Solyc04g078180.1.1	
OG0020190	Solyc04g078190.4.1	
OG0020191	Solyc04g078220.3.1	
OG0020192	Solyc04g078230.1.1	
OG0020193	Solyc04g078240.3.1	
OG0020194	Solyc04g078250.4.1	
OG0020195	Solyc04g078280.3.1	
OG0020196	Solyc04g078450.4.1	
OG0020197	Solyc04g078950.1.1	
OG0020198	Solyc04g078960.1.1	
OG0020199	Solyc04g078970.3.1	
OG0020200	Solyc04g078975.1.1	
OG0020201	Solyc04g079010.1.1	
OG0020202	Solyc04g079020.4.1	
OG0020203	Solyc04g079080.2.1	
OG0020204	Solyc04g079210.3.1	
OG0020205	Solyc04g079500.2.1	
OG0020206	Solyc04g079570.1.1	
OG0020207	Solyc04g080090.4.1	
OG0020208	Solyc04g080150.3.1	
OG0020209	Solyc04g080200.4.1	
OG0020210	Solyc04g080280.3.1	
OG0020211	Solyc04g080410.3.1	
OG0020212	Solyc04g080540.2.1	
OG0020213	Solyc04g080630.4.1	
OG0020214	Solyc04g080860.1.1	
OG0020215	Solyc04g080915.1.1	
OG0020216	Solyc04g081010.2.1	
OG0020217	Solyc04g081080.1.1	
OG0020218	Solyc04g081145.1.1	
OG0020219	Solyc04g081180.1.1	
OG0020220	Solyc04g081290.3.1	
OG0020221	Solyc04g081460.2.1	
OG0020222	Solyc04g081600.3.1	
OG0020223	Solyc04g081620.1.1	
OG0020224	Solyc04g081675.1.1	
OG0020225	Solyc04g081700.3.1	
OG0020226	Solyc04g081710.2.1	
OG0020227	Solyc04g081980.2.1	
OG0020228	Solyc04g082150.1.1	
OG0020229	Solyc04g082155.1.1	
OG0020230	Solyc04g082230.1.1	
OG0020231	Solyc04g082235.1.1	
OG0020232	Solyc04g082355.1.1	
OG0020233	Solyc04g082475.1.1	
OG0020234	Solyc04g082730.2.1	
OG0020235	Solyc04g082745.1.1	
OG0020236	Solyc04g082865.1.1	
OG0020237	Solyc04g082915.1.1	
OG0020238	Solyc04g082930.3.1	
OG0020239	Solyc04g083000.1.1	
OG0020240	Solyc04g150173.1.1	
OG0020241	Solyc05g005000.4.1	
OG0020242	Solyc05g005050.3.1	
OG0020243	Solyc05g005120.4.1	
OG0020244	Solyc05g005140.4.1	
OG0020245	Solyc05g005200.3.1	
OG0020246	Solyc05g005220.1.1	
OG0020247	Solyc05g005320.1.1	
OG0020248	Solyc05g005340.3.1	
OG0020249	Solyc05g005460.3.1	
OG0020250	Solyc05g005500.1.1	
OG0020251	Solyc05g005600.1.1	
OG0020252	Solyc05g005610.4.1	
OG0020253	Solyc05g005650.3.1	
OG0020254	Solyc05g005685.1.1	
OG0020255	Solyc05g005690.1.1	
OG0020256	Solyc05g005710.4.1	
OG0020257	Solyc05g005840.4.1	
OG0020258	Solyc05g005880.2.1	
OG0020259	Solyc05g006040.4.1	
OG0020260	Solyc05g006060.1.1	
OG0020261	Solyc05g006070.4.1	
