Orthogroup	pepper	lycopersicum
OG0000375	PHT66819.1, PHT66820.1	Solyc12g098200.2.1
OG0000375	PHT66823.1, PHT66822.1, PHT66824.1, PHT66377.1, PHT66376.1, PHT66821.1, PHT66826.1	Solyc12g098190.2.1
OG0000375	PHT85404.1	Solyc12g044930.3.1
OG0000382	PHT85455.1	Solyc05g023730.1.1, Solyc09g050067.1.1, Solyc02g150102.1.1, Solyc00g500047.1.1, Solyc10g047090.2.1, Solyc10g012217.1.1, Solyc00g500080.1.1, Solyc00g500298.1.1, Solyc00g500036.1.1, Solyc09g050068.1.1, Solyc00g500150.1.1
OG0000387	PHT79245.1	Solyc06g063040.1.1
OG0000387	PHT83184.1, PHT72956.1	Solyc01g080030.3.1, Solyc06g064670.3.1, Solyc07g045080.3.1, Solyc07g045090.3.1, Solyc01g020117.1.1, Solyc03g007200.2.1, Solyc12g010950.2.1, Solyc12g010960.2.1
OG0000388	PHT68926.1	Solyc11g072110.2.1, Solyc11g044810.2.1, Solyc11g072130.2.1, Solyc10g032565.1.1, Solyc10g044447.1.1, Solyc01g044554.1.1, Solyc11g045520.2.1, Solyc01g044550.3.1, Solyc11g072100.2.1, Solyc11g044830.1.1, Solyc11g072120.2.1
OG0000389	PHT87056.1, PHT85229.1, PHT89771.1, PHT79507.1, PHT68921.1, PHT82963.1, PHT82964.1, PHT91126.1, PHT87385.1, PHT87440.1, PHT93592.1	Solyc01g057740.3.1
OG0000390	PHT73172.1	Solyc08g075830.4.1
OG0000390	PHT73163.1	Solyc12g005787.1.1, Solyc12g005783.1.1, Solyc06g054500.1.1, Solyc01g067870.3.1, Solyc01g067860.3.1, Solyc01g067880.3.1, Solyc01g067850.2.1, Solyc12g005370.2.1, Solyc05g046000.4.1
OG0000391	PHT76626.1	Solyc07g054080.3.1, Solyc12g010670.1.1, Solyc07g063200.3.1, Solyc10g006960.3.1, Solyc12g013800.3.1, Solyc02g078320.3.1, Solyc01g073900.4.1, Solyc06g051230.4.1, Solyc10g078900.3.1, Solyc10g008410.1.1, Solyc10g008400.1.1
OG0000392	PHT74600.1	Solyc01g095400.4.1
OG0000392	PHT66154.1, PHT92324.1, PHT69988.1, PHT92321.1, PHT64282.1, PHT80421.1, PHT87044.1, PHT75574.1, PHT65921.1	Solyc10g011790.3.1
OG0000393	PHT68554.1	Solyc01g110030.3.1, Solyc07g063330.4.1, Solyc10g006890.4.1, Solyc10g086430.3.1, Solyc09g010720.3.1, Solyc08g077620.1.1, Solyc11g005710.2.1, Solyc08g082900.4.1, Solyc08g008490.4.1, Solyc03g082870.4.1, Solyc06g052070.3.1
OG0000394	PHT93529.1, PHT84461.1, PHT83938.1, PHT70158.1, PHT86499.1, PHT83505.1, PHT68644.1, PHT69857.1, PHT89526.1, PHT68830.1, PHT86508.1	Solyc01g110380.3.1
OG0000395	PHT62574.1	Solyc01g112140.4.1
OG0000395	PHT62582.1, PHT62583.1, PHT62581.1, PHT62575.1, PHT78386.1	Solyc01g112120.4.1
OG0000395	PHT62578.1, PHT62576.1, PHT62584.1	Solyc01g112100.3.1
OG0000396	PHT68726.1	Solyc02g021067.1.1, Solyc09g150140.1.1
OG0000396	PHT67814.1	Solyc08g022025.1.1, Solyc08g036503.1.1, Solyc11g150104.1.1, Solyc05g044540.3.1, Solyc04g051155.1.1, Solyc10g017753.1.1, Solyc06g075675.1.1, Solyc04g014855.1.1
OG0000397	PHT66522.1, PHT73011.1	Solyc02g021780.3.1, Solyc05g013290.2.1
OG0000397	PHT86487.1	Solyc05g013300.1.1, Solyc05g013320.1.1, Solyc05g013270.2.1, Solyc05g013310.1.1, Solyc06g005230.3.1, Solyc07g063480.3.1, Solyc03g059070.4.1
OG0000399	PHT90775.1	Solyc02g080640.4.1
OG0000399	PHT89291.1	Solyc02g032860.3.1
OG0000399	PHT82876.1, PHT83192.1, PHT82877.1, PHT94419.1, PHT82879.1, PHT83193.1, PHT82878.1	Solyc03g031620.3.1
OG0000400	PHT63993.1, PHT89504.1, PHT83062.1	Solyc02g065320.2.1
OG0000400	PHT89503.1	Solyc02g065340.3.1
OG0000400	PHT83258.1	Solyc05g017740.1.1, Solyc02g081780.3.1
OG0000401	PHT64868.1	Solyc02g070020.1.1, Solyc11g010810.1.1, Solyc11g010780.1.1, Solyc11g010813.1.1, Solyc11g010800.2.1, Solyc11g010790.1.1, Solyc11g010735.1.1, Solyc05g051360.1.1, Solyc11g010740.3.1, Solyc11g010750.1.1, Solyc11g010760.1.1
OG0000402	PHT81873.1, PHT73054.1, PHT90024.1	Solyc02g070340.3.1, Solyc02g070330.4.1
OG0000402	PHT77846.1, PHT77885.1, PHT77884.1, PHT70499.1, PHT66379.1, PHT73055.1	Solyc06g007360.3.1
OG0000403	PHT96024.1	Solyc08g008190.4.1
OG0000403	PHT90195.1	Solyc02g071070.3.1
OG0000403	PHT94058.1, PHT92008.1, PHT93343.1, PHT92318.1	Solyc08g081810.3.1
OG0000403	PHT92319.1	Solyc08g008200.3.1, Solyc08g081820.4.1
OG0000404	PHT95707.1	Solyc02g077100.3.1
OG0000404	PHT95708.1, PHT95693.1, PHT89947.1, PHT95705.1, PHT95697.1, PHT95699.1, PHT95700.1, PHT86657.1	Solyc02g077140.3.1, Solyc02g077160.3.1
OG0000405	PHT90605.1, PHT71701.1, PHT90702.1, PHT90708.1, PHT90705.1, PHT87898.1, PHT87903.1, PHT90701.1, PHT90707.1, PHT90704.1, PHT90706.1	Solyc02g079080.2.1
OG0000407	PHT91366.1	Solyc02g086130.4.1
OG0000407	PHT71435.1, PHT67521.1, PHT67519.1, PHT67522.1, PHT24484.1, PHT88682.1, PHT60827.1, PHT88687.1, PHT88585.1	Solyc03g118430.3.1
OG0000408	PHT91748.1	Solyc02g086800.4.1
OG0000408	PHT81786.1, PHT93362.1, PHT93152.1, PHT94223.1, PHT83613.1, PHT81847.1	Solyc12g062510.1.1
OG0000408	PHT67476.1	Solyc05g010120.4.1
OG0000409	PHT91854.1, PHT91853.1	Solyc02g087770.3.1
OG0000409	PHT91855.1	Solyc02g087780.3.1
OG0000409	PHT91857.1	Solyc02g087800.3.1
OG0000409	PHT91858.1	Solyc02g087810.3.1
OG0000409	PHT91856.1	Solyc02g087790.2.1
OG0000410	PHT61912.1, PHT82887.1, PHT61913.1, PHT61924.1, PHT57511.1, PHT82888.1, PHT71991.1, PHT61920.1, PHT61923.1, PHT61921.1, PHT61922.1	Solyc03g005960.3.1
OG0000411	PHT84563.1, PHT76577.1, PHT65604.1	Solyc06g010120.1.1
OG0000411	PHT63824.1	Solyc06g010090.1.1
OG0000411	PHT82949.1	Solyc03g031910.3.1
OG0000411	PHT82947.1	Solyc06g010100.2.1
OG0000412	PHT82526.1, PHT63435.1, PHT75167.1, PHT77508.1, PHT63439.1, PHT89069.1, PHT63430.1, PHT73662.1, PHT61867.1, PHT83058.1, PHT93943.1	Solyc03g032070.3.1
OG0000414	PHT76805.1	Solyc03g046490.3.1
OG0000414	PHT65413.1, PHT76749.1, PHT76752.1, PHT76750.1, PHT90046.1, PHT76732.1, PHT76267.1, PHT69809.1	Solyc10g017680.1.1, Solyc10g008580.1.1
OG0000415	PHT83890.1, PHT64699.1, PHT63336.1, PHT74792.1, PHT86521.1, PHT86785.1, PHT86353.1, PHT69888.1, PHT74795.1, PHT72993.1, PHT73026.1	Solyc03g013610.1.1
OG0000417	PHT67726.1, PHT94424.1	Solyc05g005330.3.1, Solyc05g012740.2.1, Solyc05g012745.1.1
OG0000417	PHT70975.1, PHT65512.1, PHT67720.1, PHT67728.1, PHT67830.1, PHT67721.1	Solyc04g007490.3.1
OG0000418	PHT94507.1	Solyc09g018375.1.1, Solyc04g054530.1.1, Solyc04g054524.1.1, Solyc04g054526.1.1, Solyc07g150111.1.1, Solyc04g054535.1.1, Solyc04g049305.1.1, Solyc04g054537.1.1, Solyc04g054682.1.1, Solyc04g054686.1.1, Solyc09g018377.1.1
OG0000420	PHT67570.1, PHT84809.1, PHT72367.1, PHT64047.1, PHT60807.1, PHT84905.1, PHT84923.1, PHT60808.1, PHT84904.1, PHT84901.1, PHT84444.1	Solyc05g010510.1.1
OG0000421	PHT82095.1, PHT70512.1, PHT84744.1, PHT82092.1, PHT75902.1, PHT68928.1, PHT65299.1, PHT68927.1, PHT82091.1, PHT82097.1, PHT82098.1	Solyc05g017770.1.1
OG0000422	PHT94917.1, PHT67548.1, PHT77099.1, PHT67550.1, PHT92356.1, PHT70776.1, PHT65766.1, PHT85638.1, PHT71008.1, PHT82301.1, PHT83029.1	Solyc05g023844.1.1
OG0000423	PHT94444.1, PHT78951.1, PHT66862.1, PHT85322.1	Solyc05g032820.3.1
OG0000423	PHT85323.1, PHT66861.1, PHT62806.1, PHT62805.1	Solyc12g098500.2.1, Solyc09g092390.2.1, Solyc09g092380.3.1
OG0000424	PHT72096.1, PHT65441.1, PHT93686.1, PHT90211.1, PHT73114.1, PHT76815.1, PHT89039.1, PHT57510.1, PHT79361.1, PHT83608.1	Solyc05g041970.1.1, Solyc08g061275.1.1
OG0000425	PHT61708.1, PHT77865.1, PHT77793.1, PHT61259.1, PHT61490.1, PHT77689.1, PHT77662.1, PHT77808.1, PHT61449.1, PHT77723.1, PHT77671.1	Solyc05g042110.1.1
OG0000426	PHT82391.1, PHT82392.1, PHT82384.1, PHT61198.1, PHT82381.1, PHT82397.1, PHT82389.1, PHT82401.1, PHT82387.1, PHT82386.1	Solyc05g054315.1.1, Solyc05g054350.3.1
OG0000427	PHT79222.1, PHT57558.1, PHT79166.1, PHT79161.1, PHT79219.1, PHT79221.1, PHT79160.1, PHT79167.1, PHT79165.1, PHT49325.1, PHT79223.1	Solyc06g065150.1.1
OG0000428	PHT91975.1	Solyc10g019190.2.1
OG0000428	PHT79426.1	Solyc06g066810.3.1
OG0000428	PHT95588.1	Solyc11g013570.3.1, Solyc11g013635.1.1, Solyc11g013700.2.1, Solyc11g013637.1.1
OG0000429	PHT86922.1, PHT72892.1	Solyc08g048455.1.1
OG0000429	PHT86749.1, PHT78976.1, PHT74248.1, PHT83440.1, PHT82093.1, PHT81766.1, PHT93875.1, PHT82062.1	Solyc07g017805.1.1
OG0000430	PHT76782.1, PHT76839.1, PHT76829.1, PHT76834.1, PHT76827.1, PHT76780.1, PHT76900.1, PHT76832.1, PHT76793.1, PHT76826.1, PHT76831.1	Solyc07g055580.3.1
OG0000431	PHT76955.1, PHT76952.1, PHT76951.1, PHT76953.1, PHT69659.1, PHT76954.1, PHT89945.1, PHT76948.1, PHT76949.1, PHT76957.1	Solyc07g056440.3.1, Solyc07g056430.3.1
OG0000432	PHT94117.1, PHT70573.1, PHT60970.1, PHT73415.1, PHT94116.1, PHT88029.1, PHT79634.1, PHT61894.1, PHT87078.1, PHT78089.1, PHT69287.1	Solyc08g006570.4.1
OG0000433	PHT92410.1, PHT92407.1, PHT92416.1, PHT92414.1, PHT92415.1, PHT24926.1, PHT92406.1, PHT57536.1, PHT92399.1, PHT92411.1, PHT86270.1	Solyc08g081050.4.1
OG0000435	PHT85386.1, PHT85391.1, PHT57632.1, PHT85387.1, PHT57633.1, PHT85389.1, PHT85385.1, PHT85388.1, PHT85384.1, PHT85393.1, PHT85394.1	Solyc09g091700.4.1
OG0000436	PHT77385.1, PHT77210.1, PHT64085.1, PHT66732.1, PHT77389.1, PHT77381.1, PHT77199.1, PHT77201.1, PHT77218.1, PHT77213.1, PHT77197.1	Solyc10g075010.2.1
OG0000437	PHT70182.1, PHT70835.1, PHT70689.1, PHT70185.1, PHT81119.1, PHT78915.1, PHT70181.1, PHT70186.1, PHT70183.1, PHT70690.1	Solyc10g075103.1.1, Solyc10g075090.3.1
OG0000438	PHT71071.1, PHT71070.1	Solyc10g083470.2.1
OG0000438	PHT66595.1, PHT66679.1	Solyc11g012340.1.1
OG0000438	PHT82344.1, PHT60930.1, PHT66678.1, PHT60929.1, PHT66677.1	Solyc12g094560.2.1
OG0000439	PHT71141.1, PHT71084.1, PHT71140.1, PHT71113.1, PHT67661.1, PHT71083.1, PHT71114.1, PHT67662.1, PHT70791.1, PHT70792.1, PHT70789.1	Solyc10g085170.3.1
OG0000440	PHT66927.1	Solyc12g099690.1.1, Solyc12g099730.3.1, Solyc12g099680.1.1
OG0000440	PHT68600.1	Solyc11g065470.2.1, Solyc11g065480.3.1
OG0000440	PHT93689.1, PHT68592.1	Solyc11g065440.3.1
OG0000440	PHT68602.1	Solyc11g065400.2.1
OG0000441	PHT61107.1, PHT67152.1, PHT67170.1, PHT61058.1, PHT61402.1, PHT61401.1, PHT67115.1, PHT61403.1, PHT67124.1, PHT71176.1, PHT61057.1	Solyc12g099850.1.1
OG0000442	PHT67082.1, PHT67079.1, PHT67080.1, PHT68114.1, PHT92948.1, PHT92967.1, PHT92947.1, PHT92946.1, PHT67081.1, PHT67085.1, PHT67101.1	Solyc12g100170.1.1
OG0000448	PHT61817.1, PHT65139.1, PHT69679.1, PHT65975.1, PHT95102.1, PHT78025.1, PHT65783.1, PHT66048.1, PHT94655.1	Solyc00g500026.1.1, Solyc00g500072.1.1
OG0000450	PHT73077.1, PHT73024.1, PHT69700.1, PHT74800.1, PHT67606.1, PHT65667.1, PHT66222.1, PHT76066.1, PHT76085.1, PHT74398.1	Solyc00g500146.1.1
OG0000453	PHT73980.1	Solyc01g005560.3.1
OG0000453	PHT91730.1, PHT77336.1, PHT86780.1, PHT71197.1, PHT64819.1, PHT65847.1, PHT75659.1, PHT64858.1	Solyc11g011930.3.1
OG0000455	PHT63449.1	Solyc10g078240.2.1
OG0000455	PHT93995.1	Solyc01g009370.2.1
OG0000455	PHT63450.1, PHT75881.1, PHT86381.1, PHT71104.1, PHT63451.1	Solyc10g078230.3.1, Solyc10g078220.2.1
OG0000457	PHT81346.1	Solyc01g014450.1.1, Solyc01g014410.1.1, Solyc01g012540.1.1, Solyc01g012580.1.1, Solyc01g014430.1.1, Solyc01g012650.1.1, Solyc01g013760.1.1, Solyc01g012730.1.1, Solyc01g013920.1.1, Solyc01g011540.1.1
OG0000459	PHT73767.1	Solyc12g009790.2.1
OG0000459	PHT74201.1	Solyc12g009695.1.1, Solyc12g009760.1.1, Solyc12g009710.1.1, Solyc01g014090.1.1, Solyc01g014370.2.1, Solyc08g021940.3.1
OG0000459	PHT75528.1	Solyc07g007680.4.1
OG0000460	PHT90540.1	Solyc02g078180.3.1
OG0000460	PHT90535.1	Solyc03g079860.2.1, Solyc09g057590.3.1, Solyc09g057600.1.1, Solyc01g014220.3.1, Solyc03g006456.1.1
OG0000460	PHT64516.1	Solyc03g006430.3.1
OG0000461	PHT73440.1	Solyc01g014690.2.1
OG0000461	PHT60941.1, PHT73495.1, PHT73510.1, PHT57576.1, PHT73496.1	Solyc01g014680.1.1, Solyc01g014550.3.1, Solyc01g014650.1.1, Solyc01g014520.1.1
OG0000462	PHT81584.1, PHT75686.1, PHT76038.1, PHT95366.1, PHT73274.1, PHT94751.1, PHT90442.1, PHT78282.1, PHT67275.1	Solyc01g014533.1.1, Solyc03g150117.1.1
OG0000463	PHT94110.1, PHT70742.1, PHT65495.1, PHT94098.1, PHT65973.1, PHT85290.1, PHT94641.1, PHT94082.1, PHT61498.1, PHT78037.1	Solyc01g017470.3.1
OG0000465	PHT67035.1	Solyc01g065660.1.1, Solyc01g065650.1.1, Solyc04g045290.1.1, Solyc01g065670.1.1, Solyc07g066130.1.1, Solyc07g066140.1.1, Solyc10g005730.3.1, Solyc04g072890.4.1, Solyc12g098690.2.1, Solyc09g098330.3.1
OG0000466	PHT94773.1, PHT94775.1, PHT94780.1	Solyc01g068550.2.1
OG0000466	PHT81976.1	Solyc10g047520.1.1
OG0000466	PHT83135.1, PHT94774.1	Solyc06g064510.2.1, Solyc06g064500.3.1
OG0000467	PHT95318.1, PHT61095.1, PHT95325.1, PHT95320.1, PHT95322.1, PHT95344.1, PHT95313.1, PHT61094.1, PHT95319.1, PHT95345.1	Solyc01g088830.2.1
OG0000468	PHT74579.1, PHT89097.1, PHT65316.1, PHT80359.1, PHT72806.1, PHT87276.1, PHT88633.1, PHT65483.1, PHT68553.1, PHT87275.1	Solyc01g095110.4.1
OG0000469	PHT63036.1, PHT61271.1, PHT57547.1, PHT57546.1, PHT61273.1, PHT61272.1, PHT62103.1, PHT62099.1, PHT62830.1, PHT63037.1	Solyc01g098820.3.1
OG0000470	PHT87713.1, PHT63161.1, PHT63163.1, PHT62310.1, PHT63190.1, PHT80899.1, PHT57565.1, PHT63162.1, PHT63164.1, PHT63189.1	Solyc01g099060.3.1
OG0000473	PHT76028.1, PHT75725.1	Solyc01g108990.3.1, Solyc01g109000.1.1, Solyc05g041100.3.1
OG0000473	PHT64394.1, PHT77972.1	Solyc01g108940.2.1, Solyc01g108950.3.1, Solyc02g026080.2.1, Solyc01g106250.4.1
OG0000475	PHT64071.1	Solyc09g092420.2.1
OG0000475	PHT74014.1	Solyc08g005540.2.1
OG0000475	PHT93134.1	Solyc08g075710.3.1
OG0000475	PHT92809.1	Solyc08g078100.1.1
OG0000475	PHT64072.1	Solyc01g111800.4.1
OG0000477	PHT66866.1	Solyc12g098540.2.1
OG0000477	PHT90885.1	Solyc02g032570.1.1, Solyc12g098545.1.1, Solyc02g032520.1.1, Solyc02g032560.3.1, Solyc02g032580.3.1, Solyc02g032550.3.1, Solyc09g092400.2.1, Solyc02g081980.3.1
OG0000478	PHT91107.1	Solyc02g083820.1.1
OG0000478	PHT83083.1, PHT63496.1	Solyc03g033510.3.1
OG0000478	PHT81646.1, PHT88023.1	Solyc03g112380.1.1
OG0000478	PHT64838.1	Solyc02g062140.2.1
OG0000479	PHT91280.1	Solyc02g084790.3.1, Solyc02g084780.4.1
OG0000479	PHT72461.1, PHT76021.1	Solyc02g062510.3.1, Solyc03g033690.2.1, Solyc12g017660.3.1
OG0000479	PHT91278.1	Solyc02g084800.4.1
OG0000480	PHT84543.1	Solyc04g077870.3.1
OG0000480	PHT89432.1	Solyc02g064680.4.1
OG0000480	PHT91491.1, PHT81586.1, PHT86592.1, PHT81852.1, PHT72856.1, PHT83480.1	Solyc02g092450.3.1
OG0000481	PHT88234.1	Solyc03g114860.4.1
OG0000481	PHT89535.1	Solyc02g065740.3.1
OG0000481	PHT91632.1	Solyc03g070390.3.1, Solyc02g089170.4.1
OG0000481	PHT67644.1	Solyc04g005340.2.1, Solyc05g012070.3.1
OG0000482	PHT74011.1, PHT78527.1, PHT62434.1, PHT87283.1, PHT70703.1, PHT89983.1	Solyc02g077530.2.1
OG0000482	PHT89986.1, PHT89985.1	Solyc02g077510.4.1, Solyc02g077520.3.1
OG0000483	PHT81324.1, PHT89161.1, PHT66186.1	Solyc03g095425.1.1, Solyc09g047860.1.1, Solyc03g078070.3.1, Solyc12g070140.1.1, Solyc05g014275.2.1, Solyc02g150137.1.1, Solyc12g070130.2.1, Solyc10g055540.2.1
OG0000484	PHT91619.1, PHT91622.1, PHT65958.1, PHT95805.1, PHT91621.1, PHT91620.1, PHT79652.1, PHT80943.1, PHT91726.1, PHT91728.1	Solyc02g089090.3.1
OG0000485	PHT87434.1	Solyc03g007470.4.1
OG0000485	PHT80357.1	Solyc06g007510.3.1, Solyc06g082595.1.1
OG0000485	PHT81763.1, PHT96026.1	Solyc08g008220.3.1
OG0000485	PHT74671.1, PHT70043.1	Solyc10g011740.3.1
OG0000486	PHT85601.1	Solyc03g095850.1.1
OG0000486	PHT78462.1	Solyc06g051010.1.1
OG0000486	PHT87700.1, PHT67722.1, PHT79070.1, PHT61275.1, PHT60989.1, PHT83802.1	Solyc06g051020.2.1
OG0000487	PHT87669.1, PHT87673.1	Solyc04g010320.1.1
OG0000487	PHT87675.1	Solyc03g096990.4.1
OG0000487	PHT87667.1	Solyc03g096980.1.1
OG0000488	PHT87796.1	Solyc03g097870.4.1, Solyc03g097590.4.1
OG0000488	PHT87747.1	Solyc03g097600.3.1
OG0000488	PHT89544.1, PHT87743.1	Solyc03g097570.3.1
OG0000489	PHT87976.1, PHT86137.1, PHT83199.1	Solyc10g053890.2.1
OG0000489	PHT61465.1, PHT77960.1, PHT87977.1, PHT83200.1, PHT86138.1, PHT87182.1	Solyc03g111500.3.1
OG0000491	PHT78476.1	Solyc06g072240.1.1, Solyc05g054610.1.1, Solyc06g075930.1.1, Solyc11g072860.2.1, Solyc04g011390.1.1, Solyc06g075830.2.1, Solyc06g005420.1.1, Solyc06g075960.1.1, Solyc06g005430.1.1, Solyc06g075850.1.1
OG0000492	PHT72398.1, PHT84034.1	Solyc12g039050.3.1
OG0000492	PHT89049.1	Solyc04g054153.1.1
OG0000492	PHT60893.1	Solyc12g150115.1.1, Solyc04g049020.3.1, Solyc09g015810.3.1
OG0000493	PHT94584.1, PHT81993.1	Solyc05g051950.1.1
OG0000493	PHT82004.1	Solyc05g051900.3.1
OG0000493	PHT82007.1	Solyc05g051960.1.1, Solyc05g051920.3.1
OG0000493	PHT81995.1	Solyc05g051940.3.1
OG0000495	PHT84922.1	Solyc04g081120.1.1
OG0000495	PHT66555.1	Solyc12g089250.1.1
OG0000495	PHT81709.1	Solyc04g081110.1.1
OG0000495	PHT84920.1	Solyc04g081140.1.1
OG0000495	PHT84921.1, PHT88970.1	Solyc04g081130.1.1
OG0000497	PHT78551.1, PHT77129.1, PHT70737.1	Solyc05g017863.1.1, Solyc12g150117.1.1
OG0000497	PHT93011.1, PHT75747.1, PHT66235.1, PHT65858.1, PHT84151.1	Solyc11g050735.1.1
OG0000498	PHT86523.1, PHT78036.1, PHT94555.1, PHT94644.1, PHT61496.1, PHT76212.1, PHT61495.1, PHT86512.1, PHT61134.1, PHT62428.1	Solyc05g021190.2.1
OG0000499	PHT94858.1, PHT76449.1, PHT92575.1, PHT83967.1, PHT65048.1, PHT83396.1, PHT87164.1, PHT94070.1, PHT83630.1, PHT94136.1	Solyc05g039910.1.1
OG0000500	PHT82208.1	Solyc05g053470.3.1
OG0000500	PHT85485.1, PHT72786.1, PHT81417.1, PHT89007.1, PHT81811.1, PHT86990.1, PHT72729.1, PHT68018.1	Solyc09g091180.3.1
OG0000501	PHT86758.1	Solyc09g073010.3.1
OG0000501	PHT85693.1	Solyc09g090070.1.1
OG0000501	PHT85069.1, PHT85692.1	Solyc09g090080.1.1
OG0000502	PHT83196.1, PHT81807.1, PHT81580.1, PHT65049.1, PHT65051.1	Solyc06g048960.4.1
OG0000502	PHT65050.1	Solyc08g067210.3.1, Solyc11g008520.3.1, Solyc11g008540.3.1, Solyc11g008530.3.1
OG0000503	PHT71637.1	Solyc06g053800.3.1
OG0000503	PHT64754.1, PHT72294.1, PHT78664.1, PHT68511.1, PHT75697.1, PHT78663.1, PHT90710.1, PHT64840.1	Solyc11g011780.3.1
OG0000504	PHT66065.1, PHT87752.1	Solyc12g042380.2.1
OG0000504	PHT84435.1, PHT69899.1, PHT84438.1, PHT84437.1, PHT84436.1, PHT62972.1, PHT62973.1	Solyc06g068730.1.1
OG0000505	PHT76454.1	Solyc07g038120.1.1
OG0000505	PHT76455.1, PHT76453.1, PHT57489.1, PHT87054.1, PHT90425.1, PHT93948.1, PHT78445.1, PHT73536.1	Solyc12g008840.2.1
OG0000506	PHT61205.1, PHT76163.1	Solyc07g052900.1.1, Solyc07g052830.4.1, Solyc07g052860.3.1, Solyc07g052750.1.1, Solyc07g052870.2.1, Solyc07g052820.1.1, Solyc07g052760.3.1
OG0000506	PHT49321.1	Solyc07g052740.3.1
OG0000507	PHT77067.1	Solyc07g062580.4.1
OG0000507	PHT72980.1, PHT76079.1, PHT69623.1	Solyc10g007250.1.1, Solyc10g007240.3.1, Solyc10g007230.2.1, Solyc10g007420.4.1, Solyc10g007430.3.1, Solyc10g007220.3.1
OG0000508	PHT77221.1, PHT77215.1, PHT77220.1, PHT77214.1, PHT77203.1, PHT77382.1, PHT77223.1, PHT77222.1, PHT77211.1, PHT77384.1	Solyc07g063840.1.1
OG0000509	PHT93853.1, PHT86588.1, PHT94912.1, PHT93712.1, PHT68062.1, PHT93259.1, PHT93255.1, PHT67867.1, PHT94872.1, PHT83638.1	Solyc07g063870.3.1
OG0000510	PHT78041.1, PHT65298.1, PHT78040.1	Solyc09g014720.3.1, Solyc09g014710.4.1, Solyc09g014730.3.1, Solyc09g014740.3.1, Solyc10g076550.1.1, Solyc11g072140.3.1, Solyc09g005170.3.1, Solyc10g076530.2.1
OG0000511	PHT93430.1, PHT66181.1, PHT57490.1, PHT57570.1, PHT64898.1, PHT83648.1, PHT84170.1, PHT71925.1, PHT47023.1, PHT83765.1	Solyc10g017640.1.1
OG0000512	PHT70965.1, PHT69248.1, PHT70969.1, PHT70968.1, PHT69249.1, PHT69251.1, PHT70964.1, PHT70967.1, PHT70963.1, PHT70962.1	Solyc10g084020.1.1
OG0000513	PHT62027.1, PHT68990.1, PHT68980.1, PHT68987.1, PHT68981.1, PHT68979.1, PHT68994.1, PHT68976.1	Solyc11g071750.2.1, Solyc11g071760.3.1, Solyc11g071740.2.1
OG0000514	PHT63412.1, PHT61775.1, PHT66834.1, PHT95847.1, PHT66833.1, PHT95958.1, PHT81684.1, PHT95959.1, PHT61776.1, PHT86880.1	Solyc12g020050.2.1
OG0000515	PHT66973.1, PHT91490.1, PHT95146.1, PHT82252.1, PHT89196.1, PHT87195.1, PHT76199.1, PHT70904.1, PHT68474.1	Solyc12g099210.2.1, Solyc12g099200.2.1
OG0000526	PHT72961.1, PHT78023.1, PHT95100.1, PHT61819.1, PHT68409.1, PHT94653.1, PHT72542.1, PHT83667.1	Solyc00g500023.1.1, Solyc00g500070.1.1
OG0000527	PHT65140.1	Solyc00g500030.1.1
OG0000527	PHT61814.1, PHT68709.1, PHT69895.1, PHT68084.1, PHT83324.1, PHT76205.1, PHT94657.1	Solyc00g500075.1.1
OG0000530	PHT83612.1, PHT76207.1, PHT80122.1, PHT93442.1, PHT66053.1, PHT76104.1, PHT77626.1, PHT84068.1, PHT66114.1	Solyc00g500140.1.1
OG0000531	PHT65504.1	Solyc11g063620.2.1
OG0000531	PHT91692.1	Solyc00g049210.1.1, Solyc00g500348.1.1, Solyc00g500249.1.1, Solyc11g063630.1.1, Solyc08g029270.2.1, Solyc06g065880.1.1, Solyc04g049870.1.1
OG0000532	PHT84459.1, PHT89645.1, PHT83705.1	Solyc00g500250.1.1
OG0000532	PHT65270.1, PHT74454.1	Solyc07g019510.4.1
OG0000532	PHT68636.1	Solyc00g500186.1.1
OG0000533	PHT66159.1	Solyc07g026870.1.1, Solyc05g042010.1.1, Solyc07g026873.1.1, Solyc12g019450.1.1, Solyc01g010405.1.1, Solyc11g044937.1.1, Solyc08g015830.1.1, Solyc03g013290.1.1, Solyc05g042160.1.1
OG0000534	PHT78774.1	Solyc03g034207.1.1, Solyc06g050740.1.1, Solyc10g150130.1.1, Solyc11g061985.1.1, Solyc10g050777.1.1, Solyc01g150118.1.1, Solyc08g065193.1.1, Solyc06g008150.3.1, Solyc01g094420.3.1
OG0000537	PHT78829.1	Solyc04g024963.1.1, Solyc06g048905.1.1, Solyc02g030527.1.1, Solyc01g020524.1.1, Solyc07g026705.1.1, Solyc11g013215.1.1, Solyc03g150129.1.1, Solyc10g075114.1.1, Solyc09g056228.1.1
OG0000538	PHT88032.1, PHT83923.1	Solyc11g065520.1.1, Solyc07g041100.1.1, Solyc12g039140.1.1, Solyc09g015060.1.1, Solyc03g096520.1.1, Solyc07g043280.1.1, Solyc07g041250.1.1, Solyc01g021610.1.1
OG0000541	PHT68320.1	Solyc05g005080.3.1
OG0000541	PHT62213.1	Solyc01g102580.3.1
OG0000541	PHT95619.1, PHT81869.1	Solyc01g060340.1.1
OG0000541	PHT65003.1	Solyc11g008820.2.1
